0;14267249
1;15614593
2;16177768
3;11231355
4;15039975
5;11178298
6;9981622
7;13217792
8;14130312
9;19320231
10;23172948
11;15259843
12;14337425
13;12960959
14;14947804
15;11066569
16;12256836
17;17755700
18;15683965
19;12808776
20;13937839
21;10379867
22;15273650
23;14859169
24;14957697
25;19937524
26;16374351
27;14975693
28;16518649
29;16491413
30;16657051
31;17633022
32;13460933
33;18750245
34;16544965
35;10296065
36;20024507
37;15944127
38;13769146
39;17677987
40;17737940
41;12465679
42;13623764
43;14077679
44;15839952
45;17535272
46;13001337
47;17197671
48;16976617
49;19247370
50;12897863
51;14305600
52;19274500
53;10957672
54;15213929
55;15578978
56;13652071
57;14119972
58;14288246
59;13419864
60;13830243
61;15471537
62;13817950
63;11989533
64;12754198
65;13136412
66;17295252
67;15197668
68;23605261
69;19825769
70;19597640
71;12463587
72;11480171
73;18362227
74;16560828
75;15500474
76;8746286
77;10628246
78;22343156
79;15427179
80;13071939
81;12860217
82;15595758
83;14071873
84;13001703
85;15711775
86;13400780
87;15295921
88;14492095
89;14271473
90;14920586
91;13645159
92;14356606
93;15976403
94;11718103
95;13528306
96;16661654
97;11541272
98;16048921
99;14581861
100;14098932
101;14478497
102;9795825
103;13921586
104;12546300
105;14609433
106;16611813
107;12781143
108;20739323
109;14772548
110;15278834
111;18617261
112;15845491
113;14606180
114;15509732
115;12898609
116;13809155
117;13098862
118;10593219
119;11148089
120;9832740
121;15581279
122;17004406
123;12029852
124;19160217
125;9098372
126;14517178
127;10748675
128;20205068
129;17019946
130;16295350
131;15952802
132;14380683
133;14640551
134;15509057
135;14591654
136;10482467
137;13934531
138;16969746
139;9726649
140;16416991
141;16866379
142;15455991
143;13683594
144;10816306
145;11682445
146;7707091
147;11749461
148;14773106
149;12291713
150;20134204
151;14681556
152;16016642
153;12844677
154;9979497
155;13513903
156;14348121
157;18398937
158;15868370
159;11432573
160;12113793
161;14894767
162;18453324
163;14161305
164;15427064
165;11555109
166;12821813
167;16326614
168;13189974
169;15860505
170;15223416
171;18939995
172;10762064
173;13166027
174;16575458
175;12609583
176;15878800
177;12650433
178;11029169
179;16311025
180;16430754
181;20569416
182;14688072
183;21775839
184;15122053
185;18324176
186;20696386
187;14928676
188;13763262
189;13906355
190;13877390
191;16647850
192;16141945
193;15804524
194;12940042
195;18712270
196;14115532
197;17357369
198;19204212
199;16580002
200;18007899
201;8540959
202;13532204
203;13075923
204;16349388
205;11348483
206;12043735
207;17289069
208;13060764
209;11807222
210;12822491
211;13124823
212;14013527
213;15592980
214;10142562
215;11859528
216;9231898
217;14348051
218;10306588
219;11917735
220;13003331
221;19054915
222;16323786
223;10849453
224;11116638
225;19807173
226;13026914
227;13112236
228;13007328
229;12010241
230;12032443
231;13196265
232;11298503
233;14425611
234;15697413
235;14678906
236;15383665
237;13652412
238;10963189
239;12709155
240;11450206
241;17001551
242;14808901
243;12536991
244;14523453
245;14954898
246;9921684
247;15606767
248;16944141
249;17638764
250;10716656
251;12714949
252;12553521
253;13041931
254;13198230
255;13786170
256;11910462
257;15313256
258;15706433
259;10798306
260;11364012
261;13603432
262;14018754
263;13690451
264;18555070
265;11255729
266;15286666
267;15536075
268;17374741
269;9847397
270;20318256
271;17185324
272;12270941
273;13126671
274;8523647
275;17088085
276;14564888
277;13646448
278;11098223
279;15756405
280;18082118
281;11993536
282;20544677
283;13066056
284;14145780
285;17305276
286;13737406
287;13186004
288;10191841
289;13007882
290;12652938
291;17201366
292;18899565
293;20941923
294;15831436
295;11954960
296;11262904
297;9268103
298;10626855
299;13668041
300;11437971
301;13723460
302;19869715
303;15772855
304;20810565
305;10853847
306;15144033
307;11097151
308;14802423
309;15762906
310;16617474
311;16745858
312;20199909
313;18370835
314;19146194
315;10938528
316;16270834
317;14279186
318;11124348
319;11277968
320;11981178
321;17137598
322;19170476
323;12639785
324;15724464
325;17617712
326;13252221
327;13169530
328;19198497
329;14076014
330;14505788
331;15375244
332;18448551
333;13957272
334;14959457
335;11813789
336;12901927
337;15095119
338;16497126
339;14984858
340;19493583
341;15194531
342;19166417
343;17058956
344;10365697
345;15414389
346;13194073
347;10803224
348;12038319
349;14832902
350;17647337
351;11621288
352;11693407
353;22398836
354;13260666
355;13596952
356;16560066
357;11773218
358;12971680
359;14213833
360;11389892
361;14264106
362;13576111
363;12331350
364;15542723
365;15523332
366;14072667
367;12111903
368;13131008
369;13571953
370;14103135
371;13906304
372;16859623
373;11105114
374;17105641
375;10401545
376;18531457
377;15843087
378;16521432
379;16599770
380;10533839
381;14360060
382;15312469
383;19852120
384;13246007
385;12483322
386;15754262
387;17730175
388;19298266
389;15925227
390;18467570
391;15502309
392;15166698
393;14654397
394;15139214
395;13412631
396;10302257
397;14158213
398;10659148
399;15139944
400;13369697
401;14706848
402;18488950
403;12533143
404;19173263
405;16369078
406;11404910
407;12575015
408;18583213
409;12815504
410;14926134
411;16876948
412;16237988
413;17096763
414;12009251
415;19978838
416;15669930
417;15449036
418;9381752
419;13919067
420;14443557
421;12972785
422;16898257
423;13134479
424;9610165
425;17192757
426;10267003
427;16115424
428;13233416
429;15612101
430;17533572
431;16345025
432;18242559
433;8847270
434;13983581
435;17184196
436;11047077
437;9368575
438;17826271
439;13671509
440;16751188
441;10957216
442;18336650
443;13419055
444;14400287
445;9866577
446;17518884
447;19631838
448;16055369
449;17419723
450;11702634
451;16866478
452;15402817
453;12689097
454;9889875
455;19007379
456;16742473
457;17189516
458;15017093
459;21620839
460;19762430
461;18651693
462;15375854
463;15057911
464;15951691
465;18566392
466;16730693
467;14727828
468;13518805
469;13329601
470;9992923
471;15314523
472;13154066
473;11872220
474;18201520
475;18307169
476;14817193
477;11364141
478;20028372
479;15909852
480;11056498
481;13660327
482;18097055
483;15734437
484;13855689
485;15501229
486;11123052
487;11302893
488;12781847
489;13857400
490;12432332
491;12989566
492;15969876
493;12479377
494;21033203
495;16642537
496;18593194
497;13489032
498;15217328
499;9682035
