0;11996316
1;17137432
2;28500850
3;13364808
4;10132817
5;11018370
6;14390700
7;29134033
8;5041018
9;2097263
10;30958761
11;17653294
12;11468750
13;20126162
14;8214265
15;30948070
16;19697540
17;9166034
18;26458265
19;11440036
20;13971376
21;13599946
22;17094991
23;21473881
24;22028092
25;17692473
26;7158650
27;17625778
28;20044072
29;23364931
30;23543070
31;7804895
32;23376277
33;16420529
34;704405
35;14009808
36;21618282
37;16394356
38;13117720
39;19410996
40;15365188
41;26871923
42;13717427
43;18642730
44;27497654
45;13514583
46;21838665
47;9303654
48;21427653
49;12954240
50;10882600
51;9250442
52;12487834
53;15358044
54;27334311
55;16766322
56;11604175
57;6496250
58;8433195
59;12241727
60;19713761
61;18324252
62;23369711
63;25017950
64;10561783
65;4769628
66;17393052
67;8387819
68;17150727
69;38232667
70;8017351
71;12255832
72;9676029
73;15520445
74;20448841
75;15935644
76;16548675
77;41132712
78;29981302
79;13090716
80;8615866
81;15585615
82;13678177
83;8363023
84;29032661
85;12210180
86;24753211
87;5527291
88;32405797
89;36458771
90;25101582
91;27438089
92;12450538
93;17922734
94;20352304
95;15080330
96;7885633
97;27856656
98;17440502
99;22744035
100;23301802
101;20833444
102;17243893
103;15975648
104;16833363
105;22084566
106;30232326
107;17515892
108;16854362
109;21917691
110;26397051
111;8762588
112;23376500
113;13857394
114;15179786
115;15075879
116;16043323
117;9154127
118;4650738
119;10968435
120;5687329
121;18372584
122;16019567
123;27408209
124;10111527
125;12640078
126;9175535
127;9096462
128;25035331
129;39945597
130;10432531
131;13061540
132;20321252
133;31341432
134;17715116
135;11816356
136;6958862
137;12640588
138;11928264
139;27166211
140;5920789
141;11568106
142;9227768
143;28032851
144;11690988
145;17677408
146;12643195
147;18704647
148;7774967
149;8408245
150;12521180
151;17671304
152;10851555
153;6716358
154;19265043
155;15018050
156;20846500
157;18988222
158;16051327
159;10744341
160;29274506
161;22744020
162;10687572
163;7052994
164;14271900
165;11425902
166;14183765
167;3616543
168;11489395
169;27027782
170;11882766
171;10624612
172;8888265
173;2913474
174;9903337
175;15316788
176;30331552
177;19370645
178;5600030
179;29990847
180;7494073
181;12149029
182;8516046
183;12512151
184;39564951
185;24783298
186;18872093
187;21176989
188;17009373
189;48852208
190;12444436
191;13595941
192;30371352
193;18605162
194;28194078
195;23242914
196;10997680
197;18084416
198;11190758
199;7921688
200;22401077
201;21102768
202;8070002
203;20787371
204;34112004
205;19964378
206;17930792
207;6313474
208;12229719
209;12315622
210;9166012
211;23706803
212;6372302
213;13109346
214;15722612
215;13201876
216;11642848
